,Id,Name,lat,lng
284,7311,Sherbourne St / Isabella St,43.6696652,-79.3757577
285,7312,Amelia St / Sumach St,43.6684703,-79.3636485
286,7314,Queen St. E / Eastern Ave,43.6672211,-79.3125987
287,7313,Lower Coxwell Ave /  Lake Shore Blvd E,43.654173,-79.339825
288,7315,Queen St E / Hammersmith Ave,43.67123369999999,-79.29444579999999
289,7318,Hubbard Blvd / Glen Manor Dr,43.6687719,-79.2913793
290,7319,Lake Shore Blvd E / Knox Ave,43.654173,-79.339825
291,7317,Hubbard Blvd / Balsam Av,43.6694349,-79.288848
292,7316,Queen St. E / Spruce Hill Rd.,43.672398,-79.2887672
293,7322,East Liberty St / Western Battery Rd,43.6391814,-79.4114266
294,7323,457 King St W,43.645019,-79.39611219999999
295,7324,King St W / Charlotte St (West Side),43.6457561,-79.3935997
296,7320,Front St W / University Ave (1),43.6454697,-79.38223579999999
297,7321,Front St W / University Ave (2),43.6457115,-79.38364899999999
298,7328,Roxborough St W / Yonge St,43.6781999,-79.3900398
299,7327,Davenport Rd / Dovercourt Rd - SMART,43.6742926,-79.4346276
300,7329,Crawford St / Queen St W,43.6449569,-79.41504909999999
301,7326,Davenport Rd / Lansdowne Ave,43.6715556,-79.44827099999999
302,7334,Simcoe St / Wellington St W North,43.6460702,-79.3855226
303,7333,King St E / Victoria St,43.649412,-79.3767302
304,7335,123 Queen St W,43.6511644,-79.3841716
305,7330,Lee Ave / Queen St E,43.6704795,-79.2979806
306,7332,200 Bloor St E,43.672666,-79.3823529
307,7331,Coxwell Ave / Plains Rd,43.6959499,-79.32874699999999
308,7337,Gerrard Square Mall (1010 Gerrard St E),43.6693301,-79.3391606
309,7336,Queen St E / Alton Av,43.6637879,-79.3278595
310,7342,Morse St / Eastern Ave - SMART,43.65811190000001,-79.3401738
311,7339,Carlaw Ave / Strathcona Ave,43.6752973,-79.34597029999999
312,7341,Eastern Ave / Winnifred Ave,43.6592142,-79.3351323
313,7344,Cherry Beach,43.6369864,-79.3440914
314,7338,Logan Ave / Bain Ave,43.671991,-79.3471996
315,7340,Blake St / Boultbee Ave - SMART,43.6724194,-79.338167
316,7343,Alton Ave / Dundas St E (Greenwood Park),43.6688218,-79.3285532
317,7345,Cherry Beach Sports Fields (55 Unwin Ave),43.6404132,-79.341099
318,7347,Regal Rd / Dufferin St,43.6739966,-79.44141239999999
319,7346,Logan Ave / Gerrard St E,43.6671084,-79.3451978
320,7350,Broadview Ave / Westwood Ave,43.6852203,-79.35656689999999
321,7349,Gamble Ave / Broadview Ave,43.6893203,-79.354964
322,7348,Pape Ave / Gamble Ave,43.6903809,-79.3491781
323,7351,Pretoria Ave / Broadview Ave,43.6784055,-79.3584317
324,7354,Tommy Thompson Park (Leslie Street Spit),43.6352117,-79.3248521
325,7353,Fulton Ave / Pape Ave - SMART,43.6840256,-79.3467709
326,7356,King St E / Berkeley St,43.6521476,-79.3643932
327,7357,Lake Shore Blvd E / Leslie St,43.6592314,-79.3284429
328,7352,Cosburn Ave / Donlands Ave,43.6911377,-79.34167389999999
329,7358,Galbraith Rd / King's College Rd,43.6608445,-79.3948125
330,7360,Concord Ave / Dewson St,43.656704,-79.42491509999999
331,7362,St Clair Ave W / Bathurst St.,43.6830782,-79.4182617
332,7361,Hocken Ave / Vaughan Rd,43.6818033,-79.41838179999999
333,7363,Wells Hill Ave / St Clair Ave W,43.6836566,-79.4160924
334,7359,Rosedale Park (20 Scholfield Ave),43.6828059,-79.3789285
335,7366,Fort York Blvd / Bathurst St - SMART,43.6389018,-79.40064509999999
336,7364,Queen St E / Nursewood Rd,43.6739601,-79.28123
337,7365,Kewbeach Ave / Kenilworth Ave,43.6666167,-79.30064220000001
338,7369,Dupont St / Emerson Ave SMART,43.6672342,-79.4441645
339,7368,Lisgar St / Dundas St W - SMART,43.6494957,-79.4267637
340,7367,Alma Ave / Gladstone Ave SMART,43.6449198,-79.428033
341,7371,Eglinton Ave W / Henning Ave SMART,43.7061086,-79.4014267
342,7372,Adelaide St W / Portland St,43.6457231,-79.40058839999999
343,7355,Beltline Trail / Chaplin Cres,43.69580550000001,-79.3950582
344,7373,George St / King St E,43.6519373,-79.3653223
345,7374,Frederick St / The Esplanade,43.6487763,-79.3684564
346,7375,Front St E / Scott St,43.6474713,-79.375757
347,7376,Frobisher Ave / Lascelles Blvd,43.6965654,-79.4000989
348,7378,Yonge St / Davisville Ave,43.698296,-79.3966063
349,7377,Balliol St / Yonge St  SMART,43.6973777,-79.39642119999999
350,7379,Lawton Blvd / Yonge St,43.6907496,-79.3950303
351,7381,Roehampton Ave / Yonge St,43.70800200000001,-79.3985891
352,7380,Erskine Ave / Yonge St SMART,43.7110953,-79.3992901
353,7382,Simcoe St / Adelaide St W,43.6486364,-79.3865971
354,7383,12 Harbour St,43.6427928,-79.3761796
355,7384,Cumberland St / Bay St SMART,43.6705711,-79.3898303
356,7385,20 Charles St E - SMART,43.6690709,-79.3851306
357,7386,D'Arcy St / McCaul St - SMART,43.6553041,-79.3918497
358,7387,Mortimer Ave / Carlaw Ave SMART,43.6852852,-79.34988179999999
359,7388,Broadview Subway Station,43.6769104,-79.3581849
360,7389,College Park - Gerrard Entrance,43.6607444,-79.38342779999999
361,7391,Yonge St / Dundas Sq,43.6557184,-79.3806455
362,7669,Bay St / Bloor St W (West Side),43.6697384,-79.3894681
363,7949,King St E / Church St,43.6499189,-79.3743915
364,7955,190 Queens Quay E,43.6457099,-79.36484740000002
365,7217,Soho St / Queen St W,43.6493655,-79.39340829999999
366,7392,Woodbine Subway Green P SMART,43.6863715,-79.31281609999999
367,7395,Dentonia Park,43.6936111,-79.2937357
368,7393,55 Magnificent Rd. Garage,43.6128078,-79.51173159999999
369,7440,Martin Goodman Trail / Ontario Dr,43.6309496,-79.4288342
370,7398,York St / Lake Shore Blvd W,43.6416165,-79.3809406
371,7403,Lascelles Blvd / Eglinton Ave W,43.7056141,-79.4037235
372,7406,Victoria St / Queen St E,43.6526722,-79.378063
373,7417,King St W / Jordan St,43.6489622,-79.3787916
374,7261,Queens Quay E / Lower Sherbourne St,43.6451854,-79.36543170000002
375,7409,Isabella St / Church St,43.6683323,-79.3820217
376,7432,Frederick St / King St E,43.6509981,-79.3694561
377,7419,Bloor St W / Huron St,43.6671667,-79.4015162
378,7400,Polson Pier,43.6422275,-79.3525144
379,7449,Cosburn Ave / Cedarvale Ave,43.69683029999999,-79.3156435
380,7445,Eastwood Rd / Coxwell Ave,43.6728909,-79.319268
381,7427,Northern Dancer Blvd / Lake Shore Blvd E,43.6634649,-79.3097475
382,7450,Carlaw Ave / Danforth Ave,43.6784505,-79.3473281
383,7407,University Ave / Queen St W,43.6508639,-79.3864337
384,7428,Woodbine Ave / Lake Shore Blvd E,43.6666834,-79.3049412
385,7418,College Park - Yonge St Entrance,43.6607444,-79.38342779999999
386,7443,Dundas St E / George St,43.6573162,-79.3734619
387,7416,Spadina Ave / Blue Jays Way,43.6413477,-79.3931607
388,7422,Tyndall Ave / King St W - SMART,43.6385902,-79.4291128
389,7408,University Ave / Armoury St,43.6530832,-79.3877542
390,7452,Bleecker St / St James Ave,43.66885449999999,-79.3744219
391,7404,Roehampton Ave / Mount Pleasant Rd,43.7096386,-79.3906288
392,7454,Pottery Rd / Lower Don River Trail,43.688171,-79.3618726
393,7402,Wellington St W / Bathurst St,43.6426297,-79.4021618
394,7426,Fleet St / Garrison Rd (Fort York),43.6363724,-79.40863329999999
395,7411,Little Norway Park,43.635226,-79.3987963
396,7457,Queen's Park Cres W / Hoskin Ave,43.6650269,-79.3939123
397,7447,Trent Ave / Danforth Ave,43.6894706,-79.2960561
398,7415,Keele St / Vine Ave,43.6665804,-79.4650412
399,7444,Clendenan Ave / Rowland St - SMART,43.66030019999999,-79.4714171
400,7467,Lower Simcoe St / Bremner Blvd,43.64239449999999,-79.3840129
401,7461,High Park Amphitheatre,43.64637150000001,-79.4621093
402,7438,Gothic Ave / Quebec Ave,43.6562935,-79.468184
403,7414,Keele St / Annette St,43.663782,-79.4644211
404,7458,Church St / Lombard St,43.65181159999999,-79.3751881
405,7459,St Clair Ave W / Winona Dr,43.680195,-79.4324721
406,7441,Pacific Ave / Glenlake Ave,43.65757019999999,-79.4652322
407,7468,Front St W / Simcoe St,43.6447774,-79.3850078
408,7430,Marilyn Bell Park Tennis Court,43.63352,-79.4380295
409,7451,Western Battery Rd / Pirandello St,43.6400104,-79.414453
410,7473,Adelaide St W / Strachan Ave,43.6433442,-79.41242679999999
411,7469,York St / Wellington St W ,43.6466183,-79.3830107
412,7472,Dundas St E / Victoria St,43.6562878,-79.37957380000002
413,7446,Orchard Park,43.6687342,-79.3143391
414,7463,Adelaide St W / Brant St,43.6462254,-79.3981277
415,7399,Lower Jarvis St / Queens Quay E,43.6439484,-79.36896569999999
416,7462,Richmond St E / Yonge St,43.6516946,-79.3789556
